,state,value,level,age,type
1691,Nebraska,0.971324038366459,050099,o65,public
1692,Nevada,0.9791267520419482,050099,o65,public
1693,New Hampshire,0.9937489147421428,050099,o65,public
1694,New Jersey,0.9713303928608062,050099,o65,public
1695,New Mexico,0.9674657534246576,050099,o65,public
1696,New York,0.9799025819737051,050099,o65,public
1697,North Carolina,0.9750108715909797,050099,o65,public
1698,North Dakota,0.9981565820863153,050099,o65,public
1699,Ohio,0.9811634271671135,050099,o65,public
1700,Oklahoma,0.9821048403293834,050099,o65,public
1701,Oregon,0.9870748165489563,050099,o65,public
1702,Pennsylvania,0.9867916409421713,050099,o65,public
1703,Rhode Island,0.9955886059994958,050099,o65,public
1704,South Carolina,0.9869443974987324,050099,o65,public
1705,South Dakota,0.9827415195397738,050099,o65,public
1706,Tennessee,0.981469998553151,050099,o65,public
1707,Texas,0.9586938866038899,050099,o65,public
1708,Utah,0.9933072487644151,050099,o65,public
1709,Vermont,0.9969854754727323,050099,o65,public
1710,Virginia,0.9748334194052223,050099,o65,public
1711,Washington,0.9764563920359322,050099,o65,public
1712,West Virginia,0.9975528364849833,050099,o65,public
1713,Wisconsin,0.9868947609592179,050099,o65,public
1714,Wyoming,0.9779226240538268,050099,o65,public
1715,Puerto Rico,0.9837436708012967,050099,o65,public
1716,Alabama,0.7914722334579679,100137,u19,public
1717,Alaska,0.6810521989313605,100137,u19,public
1718,Arizona,0.731261503310838,100137,u19,public
1719,Arkansas,0.7368984529736096,100137,u19,public
1720,California,0.8207996506947669,100137,u19,public
1721,Colorado,0.7736633691471394,100137,u19,public
1722,Connecticut,0.7919316168039195,100137,u19,public
1723,Delaware,0.9047779556754024,100137,u19,public
1724,District of Columbia,0.9072463768115943,100137,u19,public
1725,Florida,0.7314009352550611,100137,u19,public
1726,Georgia,0.7455536194826218,100137,u19,public
1727,Hawaii,0.6480846535824072,100137,u19,public
1728,Idaho,0.7536182396049487,100137,u19,public
1729,Illinois,0.8121169869452284,100137,u19,public
1730,Indiana,0.7594128856992256,100137,u19,public
1731,Iowa,0.7729511004538837,100137,u19,public
1732,Kansas,0.6400050657644781,100137,u19,public
1733,Kentucky,0.8453565027826396,100137,u19,public
1734,Louisiana,0.8377049355193122,100137,u19,public
1735,Maine,0.7860982894379582,100137,u19,public
1736,Maryland,0.7812414885978162,100137,u19,public
1737,Massachusetts,0.7939948299860807,100137,u19,public
1738,Michigan,0.7740022805017104,100137,u19,public
1739,Minnesota,0.7619868030894366,100137,u19,public
1740,Mississippi,0.7632527020072054,100137,u19,public
1741,Missouri,0.6651910355409111,100137,u19,public
1742,Montana,0.7524898561416451,100137,u19,public
1743,Nebraska,0.7190690648689474,100137,u19,public
1744,Nevada,0.7098254091523571,100137,u19,public
1745,New Hampshire,0.8731164515879762,100137,u19,public
1746,New Jersey,0.8009229853914246,100137,u19,public
1747,New Mexico,0.8686846498550215,100137,u19,public
1748,New York,0.8041591226527339,100137,u19,public
1749,North Carolina,0.7787009803921568,100137,u19,public
1750,North Dakota,0.7168979380106342,100137,u19,public
1751,Ohio,0.7077833749383399,100137,u19,public
1752,Oklahoma,0.7951648755021719,100137,u19,public
1753,Oregon,0.8258883096650488,100137,u19,public
1754,Pennsylvania,0.7655008064633313,100137,u19,public
1755,Rhode Island,0.8891089108910891,100137,u19,public
1756,South Carolina,0.7278328450013507,100137,u19,public
1757,South Dakota,0.6706127741135351,100137,u19,public
1758,Tennessee,0.7020302932645827,100137,u19,public
1759,Texas,0.6956426252886151,100137,u19,public
1760,Utah,0.4910858675501913,100137,u19,public
1761,Vermont,0.9366573935373422,100137,u19,public
1762,Virginia,0.7193918541288249,100137,u19,public
1763,Washington,0.7641791337232656,100137,u19,public
1764,West Virginia,0.7994576360870428,100137,u19,public
1765,Wisconsin,0.7442466671631787,100137,u19,public
1766,Wyoming,0.7551759248783799,100137,u19,public
1767,Puerto Rico,0.6434592411878522,100137,u19,public
1768,Alabama,0.3364166164269515,100137,1964,public
1769,Alaska,0.5696844687256104,100137,1964,public
1770,Arizona,0.4727123047269752,100137,1964,public
1771,Arkansas,0.47778691006618507,100137,1964,public
1772,California,0.5770487404728433,100137,1964,public
1773,Colorado,0.5020345311801877,100137,1964,public
1774,Connecticut,0.5865161115240758,100137,1964,public
1775,Delaware,0.6103284055957933,100137,1964,public
1776,District of Columbia,0.6442258340461934,100137,1964,public
1777,Florida,0.32942551450155283,100137,1964,public
1778,Georgia,0.2883038190997106,100137,1964,public
1779,Hawaii,0.4983989390949963,100137,1964,public
1780,Idaho,0.4622970043708468,100137,1964,public
1781,Illinois,0.5176891034584777,100137,1964,public
1782,Indiana,0.551911110655128,100137,1964,public
1783,Iowa,0.5203151764302844,100137,1964,public
1784,Kansas,0.29732919105074296,100137,1964,public
1785,Kentucky,0.6242212625195259,100137,1964,public
1786,Louisiana,0.5642333954065798,100137,1964,public
1787,Maine,0.5878419452887538,100137,1964,public
1788,Maryland,0.4888723330057382,100137,1964,public
1789,Massachusetts,0.6690432499474154,100137,1964,public
1790,Michigan,0.5850551846890919,100137,1964,public
1791,Minnesota,0.5780596088665404,100137,1964,public
1792,Mississippi,0.3420644773890958,100137,1964,public
1793,Missouri,0.4009894854262637,100137,1964,public
1794,Montana,0.4720765392072725,100137,1964,public
1795,Nebraska,0.38932046453232894,100137,1964,public
1796,Nevada,0.4143008372630161,100137,1964,public
1797,New Hampshire,0.5115696770851321,100137,1964,public
1798,New Jersey,0.5030001256597135,100137,1964,public
1799,New Mexico,0.5957542798614837,100137,1964,public
1800,New York,0.6338157049981182,100137,1964,public
1801,North Carolina,0.3670493319501556,100137,1964,public
1802,North Dakota,0.39445310065440947,100137,1964,public
1803,Ohio,0.5643075026960407,100137,1964,public
1804,Oklahoma,0.43085589799791507,100137,1964,public
1805,Oregon,0.5755891238670695,100137,1964,public
1806,Pennsylvania,0.5713001062757174,100137,1964,public
1807,Rhode Island,0.6290322580645161,100137,1964,public
1808,South Carolina,0.37880116093111416,100137,1964,public
1809,South Dakota,0.32318275071402713,100137,1964,public
1810,Tennessee,0.39461605379139975,100137,1964,public
1811,Texas,0.22756816276227132,100137,1964,public
1812,Utah,0.29554067794372035,100137,1964,public
1813,Vermont,0.7480096673301109,100137,1964,public
1814,Virginia,0.49380687292581094,100137,1964,public
1815,Washington,0.5138082511596473,100137,1964,public
1816,West Virginia,0.5705785123966942,100137,1964,public
1817,Wisconsin,0.4979290499789272,100137,1964,public
1818,Wyoming,0.2887676793302467,100137,1964,public
1819,Puerto Rico,0.5942309730199437,100137,1964,public
1820,Alabama,0.984561795820074,100137,o65,public
1821,Alaska,0.9421400661256387,100137,o65,public
1822,Arizona,0.9730287362036393,100137,o65,public
1823,Arkansas,0.994534686234377,100137,o65,public
1824,California,0.9773612862137537,100137,o65,public
1825,Colorado,0.995920745920746,100137,o65,public
1826,Connecticut,0.9893782469143972,100137,o65,public
1827,Delaware,1.0,100137,o65,public
1828,District of Columbia,0.9739092622119148,100137,o65,public
1829,Florida,0.9649737185934686,100137,o65,public
1830,Georgia,0.9599746558954222,100137,o65,public
1831,Hawaii,0.9762760603882099,100137,o65,public
1832,Idaho,0.9923706269136174,100137,o65,public
1833,Illinois,0.9695153580349376,100137,o65,public
1834,Indiana,0.9862124259032898,100137,o65,public
1835,Iowa,0.9865156751419403,100137,o65,public
1836,Kansas,0.9829245066167537,100137,o65,public
1837,Kentucky,0.9925535033714453,100137,o65,public
1838,Louisiana,0.9800232095490716,100137,o65,public
1839,Maine,0.9918884664131813,100137,o65,public
1840,Maryland,0.9712137439618806,100137,o65,public
1841,Massachusetts,0.9797461517688361,100137,o65,public
1842,Michigan,0.98723468607113,100137,o65,public
1843,Minnesota,0.9862112001288297,100137,o65,public
1844,Mississippi,0.973779880983813,100137,o65,public
1845,Missouri,0.9912591201329192,100137,o65,public
1846,Montana,0.9882312218760817,100137,o65,public
1847,Nebraska,0.9922444060158256,100137,o65,public
1848,Nevada,0.9660898035547241,100137,o65,public
1849,New Hampshire,0.988118535085267,100137,o65,public
1850,New Jersey,0.9637264301693832,100137,o65,public
1851,New Mexico,0.9697405889163564,100137,o65,public
1852,New York,0.9796771889473377,100137,o65,public
1853,North Carolina,0.9825372327507188,100137,o65,public
1854,North Dakota,0.9764484901025864,100137,o65,public
1855,Ohio,0.9828536718515728,100137,o65,public
1856,Oklahoma,0.987461407598765,100137,o65,public
1857,Oregon,0.9829228180218772,100137,o65,public
1858,Pennsylvania,0.9779686452313292,100137,o65,public
1859,Rhode Island,0.9431991849210393,100137,o65,public
1860,South Carolina,0.986978886756238,100137,o65,public
1861,South Dakota,0.9646540326134861,100137,o65,public
1862,Tennessee,0.9899750896166232,100137,o65,public
1863,Texas,0.9599975121920881,100137,o65,public
1864,Utah,0.9744172494172494,100137,o65,public
1865,Vermont,0.9727323316638843,100137,o65,public
1866,Virginia,0.9778462086604655,100137,o65,public
1867,Washington,0.9839670459243832,100137,o65,public
1868,West Virginia,0.9966073555419208,100137,o65,public
1869,Wisconsin,0.9854405684002097,100137,o65,public
1870,Wyoming,1.0,100137,o65,public
1871,Puerto Rico,0.9704580751824452,100137,o65,public
1872,Alabama,0.7560384644506701,138149,u19,public
1873,Alaska,0.815311004784689,138149,u19,public
1874,Arizona,0.6819116484013106,138149,u19,public
1875,Arkansas,0.6817805725632964,138149,u19,public
1876,California,0.7457493991744251,138149,u19,public
1877,Colorado,0.7863008367386651,138149,u19,public
1878,Connecticut,0.8111535413214208,138149,u19,public
1879,Delaware,0.5910240202275601,138149,u19,public
1880,District of Columbia,1.0,138149,u19,public
1881,Florida,0.6485107008899021,138149,u19,public
1882,Georgia,0.7396072492794685,138149,u19,public
1883,Hawaii,0.7195235871088277,138149,u19,public
1884,Idaho,0.7191106979626617,138149,u19,public
1885,Illinois,0.7178831579721875,138149,u19,public
1886,Indiana,0.6905891801124334,138149,u19,public
1887,Iowa,0.7856800127952231,138149,u19,public
1888,Kansas,0.5658952796022344,138149,u19,public
1889,Kentucky,0.7502485979078,138149,u19,public
1890,Louisiana,0.8093639448415277,138149,u19,public
1891,Maine,0.6949941792782305,138149,u19,public
1892,Maryland,0.6403888830180704,138149,u19,public
1893,Massachusetts,0.8234162937761178,138149,u19,public
1894,Michigan,0.7124571237346273,138149,u19,public
1895,Minnesota,0.7592530140797572,138149,u19,public
1896,Mississippi,0.6585412061888223,138149,u19,public
1897,Missouri,0.7194752247543382,138149,u19,public
1898,Montana,0.699260752688172,138149,u19,public
1899,Nebraska,0.7957795004306633,138149,u19,public
1900,Nevada,0.5709850646081557,138149,u19,public
1901,New Hampshire,0.4980121918897429,138149,u19,public
1902,New Jersey,0.8280285377981695,138149,u19,public
1903,New Mexico,0.8353738809899948,138149,u19,public
1904,New York,0.7379271251839771,138149,u19,public
1905,North Carolina,0.7175560096197313,138149,u19,public
1906,North Dakota,0.6319444444444444,138149,u19,public
1907,Ohio,0.6848069370345866,138149,u19,public
1908,Oklahoma,0.7300142247510668,138149,u19,public
1909,Oregon,0.7340308725699154,138149,u19,public
1910,Pennsylvania,0.7096313321116874,138149,u19,public
1911,Rhode Island,0.5355294117647059,138149,u19,public
1912,South Carolina,0.7154940407535563,138149,u19,public
1913,South Dakota,0.5827205882352942,138149,u19,public
1914,Tennessee,0.7219931271477663,138149,u19,public
1915,Texas,0.5854663795075093,138149,u19,public
1916,Utah,0.44447957839262187,138149,u19,public
1917,Vermont,0.7721311475409836,138149,u19,public
1918,Virginia,0.6514601731223223,138149,u19,public
1919,Washington,0.7902651473649611,138149,u19,public
1920,West Virginia,0.7318987341772152,138149,u19,public
1921,Wisconsin,0.7227991470742987,138149,u19,public
1922,Wyoming,0.7543706293706294,138149,u19,public
1923,Puerto Rico,0.481170450072169,138149,u19,public
1924,Alabama,0.24894464117800053,138149,1964,public
1925,Alaska,0.5447774428090086,138149,1964,public
1926,Arizona,0.42926015488689584,138149,1964,public
1927,Arkansas,0.39472945666816345,138149,1964,public
1928,California,0.5323132564447713,138149,1964,public
1929,Colorado,0.472853792822186,138149,1964,public
1930,Connecticut,0.5843696027633851,138149,1964,public
1931,Delaware,0.3165086790594608,138149,1964,public
1932,District of Columbia,0.6828396322778345,138149,1964,public
1933,Florida,0.2566810169766875,138149,1964,public
1934,Georgia,0.2572975297791574,138149,1964,public
1935,Hawaii,0.4728189127565103,138149,1964,public
1936,Idaho,0.3682262210796915,138149,1964,public
1937,Illinois,0.43643789740456634,138149,1964,public
1938,Indiana,0.4363425402709341,138149,1964,public
1939,Iowa,0.5001602820964898,138149,1964,public
1940,Kansas,0.2194351472302659,138149,1964,public
1941,Kentucky,0.527277190255078,138149,1964,public
1942,Louisiana,0.5054483090372911,138149,1964,public
1943,Maine,0.46081749544389483,138149,1964,public
1944,Maryland,0.44543568464730293,138149,1964,public
1945,Massachusetts,0.6481605032405643,138149,1964,public
1946,Michigan,0.5331201711117901,138149,1964,public
1947,Minnesota,0.5320776221469062,138149,1964,public
1948,Mississippi,0.3310952696728559,138149,1964,public
1949,Missouri,0.40222637122626553,138149,1964,public
1950,Montana,0.5130189366351056,138149,1964,public
1951,Nebraska,0.45926128965942575,138149,1964,public
1952,Nevada,0.39301715840828383,138149,1964,public
1953,New Hampshire,0.397955764075067,138149,1964,public
1954,New Jersey,0.4495469591092982,138149,1964,public
1955,New Mexico,0.5604439303014966,138149,1964,public
1956,New York,0.5915499877180054,138149,1964,public
1957,North Carolina,0.3462887409634242,138149,1964,public
1958,North Dakota,0.2760249385981485,138149,1964,public
1959,Ohio,0.5037925105082155,138149,1964,public
1960,Oklahoma,0.3700933752268,138149,1964,public
1961,Oregon,0.4425087108013937,138149,1964,public
1962,Pennsylvania,0.49845711853585867,138149,1964,public
1963,Rhode Island,0.6438430944396787,138149,1964,public
1964,South Carolina,0.3163402737332557,138149,1964,public
1965,South Dakota,0.3110995310057322,138149,1964,public
1966,Tennessee,0.3620704177897574,138149,1964,public
1967,Texas,0.2036842784485925,138149,1964,public
1968,Utah,0.25382858426629723,138149,1964,public
1969,Vermont,0.6309811503141615,138149,1964,public
1970,Virginia,0.42901131360419104,138149,1964,public
1971,Washington,0.4711367588328588,138149,1964,public
1972,West Virginia,0.502098077284399,138149,1964,public
1973,Wisconsin,0.48219382900638846,138149,1964,public
1974,Wyoming,0.14359792580773834,138149,1964,public
1975,Puerto Rico,0.4669918650823158,138149,1964,public
1976,Alabama,0.984770607272035,138149,o65,public
1977,Alaska,1.0,138149,o65,public
1978,Arizona,0.9772369112239537,138149,o65,public
1979,Arkansas,0.9646730307162803,138149,o65,public
1980,California,0.9750627092341178,138149,o65,public
1981,Colorado,0.9842880024406987,138149,o65,public
1982,Connecticut,1.0,138149,o65,public
1983,Delaware,0.9515789473684211,138149,o65,public
1984,District of Columbia,1.0,138149,o65,public
1985,Florida,0.9641025641025641,138149,o65,public
1986,Georgia,0.9825699928212491,138149,o65,public
1987,Hawaii,0.9938590027020389,138149,o65,public
1988,Idaho,0.9953717095747758,138149,o65,public
1989,Illinois,0.984733787534696,138149,o65,public
1990,Indiana,0.9747739171822941,138149,o65,public
1991,Iowa,0.9749687108886108,138149,o65,public
1992,Kansas,0.9924277403269,138149,o65,public
1993,Kentucky,0.9849483766637641,138149,o65,public
1994,Louisiana,0.9875487120996103,138149,o65,public
1995,Maine,0.979674230822776,138149,o65,public
1996,Maryland,0.9690451493148441,138149,o65,public
1997,Massachusetts,0.966500587353668,138149,o65,public
1998,Michigan,0.9855177602235478,138149,o65,public
1999,Minnesota,0.9891430787126794,138149,o65,public
2000,Mississippi,0.9984815618221258,138149,o65,public
2001,Missouri,0.9816989893471729,138149,o65,public
2002,Montana,0.9858767424798239,138149,o65,public
2003,Nebraska,0.9887705154045494,138149,o65,public
2004,Nevada,0.8931555909271787,138149,o65,public
2005,New Hampshire,0.996299722479186,138149,o65,public
2006,New Jersey,0.9812453392990306,138149,o65,public
2007,New Mexico,0.9617296797317609,138149,o65,public
2008,New York,0.984454944922651,138149,o65,public
2009,North Carolina,0.9734558078981629,138149,o65,public
2010,North Dakota,0.9965534219596258,138149,o65,public
2011,Ohio,0.9877681424007303,138149,o65,public
2012,Oklahoma,0.9793996468510888,138149,o65,public
2013,Oregon,0.9883839528558477,138149,o65,public
2014,Pennsylvania,0.9868039570557537,138149,o65,public
2015,Rhode Island,1.0,138149,o65,public
2016,South Carolina,0.9688573063716139,138149,o65,public
2017,South Dakota,1.0,138149,o65,public
2018,Tennessee,0.9919272313814668,138149,o65,public
2019,Texas,0.9409040877519262,138149,o65,public
2020,Utah,0.9927178153446033,138149,o65,public
2021,Vermont,1.0,138149,o65,public
2022,Virginia,0.9651852725057959,138149,o65,public
2023,Washington,0.9696321443519509,138149,o65,public
2024,West Virginia,0.990014121444422,138149,o65,public
2025,Wisconsin,0.9956236323851203,138149,o65,public
2026,Wyoming,1.0,138149,o65,public
2027,Puerto Rico,0.9623453290197779,138149,o65,public
2028,Alabama,0.6042795782897306,150199,u19,public
2029,Alaska,0.6313723226141678,150199,u19,public
2030,Arizona,0.4882603965251901,150199,u19,public
2031,Arkansas,0.6118189782316998,150199,u19,public
2032,California,0.668765231047292,150199,u19,public
2033,Colorado,0.6156454808718184,150199,u19,public
2034,Connecticut,0.715887947074633,150199,u19,public
2035,Delaware,0.6254251151577769,150199,u19,public
2036,District of Columbia,0.7998806445195942,150199,u19,public
2037,Florida,0.550373566200241,150199,u19,public
2038,Georgia,0.6067905687735263,150199,u19,public
2039,Hawaii,0.5453612479474549,150199,u19,public
2040,Idaho,0.5062551378820715,150199,u19,public
2041,Illinois,0.5464809040874952,150199,u19,public
2042,Indiana,0.514766499421073,150199,u19,public
2043,Iowa,0.6366761528194022,150199,u19,public
2044,Kansas,0.47322659613382484,150199,u19,public
2045,Kentucky,0.5741705720134671,150199,u19,public
2046,Louisiana,0.6608857626455503,150199,u19,public
2047,Maine,0.5695615682826426,150199,u19,public
2048,Maryland,0.5668408917630416,150199,u19,public
2049,Massachusetts,0.682655632353961,150199,u19,public
2050,Michigan,0.5162157027709176,150199,u19,public
2051,Minnesota,0.593902040600083,150199,u19,public
2052,Mississippi,0.592202628575636,150199,u19,public
2053,Missouri,0.500599046791479,150199,u19,public
2054,Montana,0.5908932765069148,150199,u19,public
2055,Nebraska,0.43338440840122583,150199,u19,public
2056,Nevada,0.5112231207165392,150199,u19,public
2057,New Hampshire,0.6454662379421222,150199,u19,public
2058,New Jersey,0.6046698609631261,150199,u19,public
2059,New Mexico,0.7238183665603868,150199,u19,public
2060,New York,0.6404167241617221,150199,u19,public
2061,North Carolina,0.5852224377304682,150199,u19,public
2062,North Dakota,0.32273494653911083,150199,u19,public
2063,Ohio,0.5437163780110817,150199,u19,public
2064,Oklahoma,0.6027324993964538,150199,u19,public
2065,Oregon,0.6453263906527813,150199,u19,public
2066,Pennsylvania,0.5807647499054864,150199,u19,public
2067,Rhode Island,0.6495221629928445,150199,u19,public
2068,South Carolina,0.578126879134095,150199,u19,public
2069,South Dakota,0.3804585152838428,150199,u19,public
2070,Tennessee,0.6000379094653042,150199,u19,public
2071,Texas,0.4892268740479823,150199,u19,public
2072,Utah,0.2599286816754484,150199,u19,public
2073,Vermont,0.7848319448434358,150199,u19,public
2074,Virginia,0.5616950097574575,150199,u19,public
2075,Washington,0.6649978821944632,150199,u19,public
2076,West Virginia,0.5982144839992005,150199,u19,public
2077,Wisconsin,0.5705191980911964,150199,u19,public
2078,Wyoming,0.42153146322971946,150199,u19,public
2079,Puerto Rico,0.40906564908120924,150199,u19,public
2080,Alabama,0.2358615457269159,150199,1964,public
2081,Alaska,0.388508484668056,150199,1964,public
2082,Arizona,0.2885332556523533,150199,1964,public
2083,Arkansas,0.2887833739939351,150199,1964,public
2084,California,0.42633706116846243,150199,1964,public
2085,Colorado,0.34946206924198614,150199,1964,public
2086,Connecticut,0.440863621207069,150199,1964,public
2087,Delaware,0.37879725740405673,150199,1964,public
2088,District of Columbia,0.474987897369695,150199,1964,public
2089,Florida,0.19713714182274306,150199,1964,public
2090,Georgia,0.1974017457818126,150199,1964,public
2091,Hawaii,0.3641744411195212,150199,1964,public
2092,Idaho,0.25257761213795193,150199,1964,public
2093,Illinois,0.3139881564942282,150199,1964,public
2094,Indiana,0.3102082628033761,150199,1964,public
2095,Iowa,0.32252803118027507,150199,1964,public
2096,Kansas,0.16677981109799292,150199,1964,public
2097,Kentucky,0.4230171980468189,150199,1964,public
2098,Louisiana,0.39566919986651067,150199,1964,public
2099,Maine,0.40474476439790574,150199,1964,public
2100,Maryland,0.34592974601447757,150199,1964,public
2101,Massachusetts,0.5070451719850808,150199,1964,public
2102,Michigan,0.37368027549956956,150199,1964,public
2103,Minnesota,0.39063320328182743,150199,1964,public
2104,Mississippi,0.2066379553037155,150199,1964,public
2105,Missouri,0.23863668276791733,150199,1964,public
2106,Montana,0.32318275154004106,150199,1964,public
2107,Nebraska,0.20268875174929454,150199,1964,public
2108,Nevada,0.28955035780463306,150199,1964,public
2109,New Hampshire,0.2925533241861045,150199,1964,public
2110,New Jersey,0.3251339829088152,150199,1964,public
2111,New Mexico,0.4257502980155669,150199,1964,public
2112,New York,0.47409090435887025,150199,1964,public
2113,North Carolina,0.22661327852322966,150199,1964,public
2114,North Dakota,0.19982954172949582,150199,1964,public
2115,Ohio,0.3303584919359428,150199,1964,public
2116,Oklahoma,0.24677481596545475,150199,1964,public
2117,Oregon,0.39639538411407127,150199,1964,public
2118,Pennsylvania,0.35308007013442433,150199,1964,public
2119,Rhode Island,0.3985981429273466,150199,1964,public
2120,South Carolina,0.25900314076779574,150199,1964,public
2121,South Dakota,0.13300576904273004,150199,1964,public
2122,Tennessee,0.23991561351915291,150199,1964,public
2123,Texas,0.14782448316860378,150199,1964,public
2124,Utah,0.1615109310842304,150199,1964,public
2125,Vermont,0.460871250666279,150199,1964,public
2126,Virginia,0.31043764482350183,150199,1964,public
2127,Washington,0.34648356967426186,150199,1964,public
2128,West Virginia,0.3279330055106162,150199,1964,public
2129,Wisconsin,0.32249607409970454,150199,1964,public
2130,Wyoming,0.13684817055603574,150199,1964,public
2131,Puerto Rico,0.3751246261216351,150199,1964,public
2132,Alabama,0.985110128465746,150199,o65,public
2133,Alaska,0.9854166666666667,150199,o65,public
2134,Arizona,0.9748637516412756,150199,o65,public
2135,Arkansas,0.9599323395707792,150199,o65,public
2136,California,0.9603542352788987,150199,o65,public
2137,Colorado,0.9730425564137514,150199,o65,public
2138,Connecticut,0.9732752898918517,150199,o65,public
2139,Delaware,0.9572538860103627,150199,o65,public
2140,District of Columbia,0.9803767660910518,150199,o65,public
2141,Florida,0.9618590105266551,150199,o65,public
2142,Georgia,0.9675366316152387,150199,o65,public
2143,Hawaii,0.9495095050712188,150199,o65,public
2144,Idaho,0.9867911479944675,150199,o65,public
2145,Illinois,0.9630958939173887,150199,o65,public
2146,Indiana,0.9803222699010421,150199,o65,public
2147,Iowa,0.9914637533561708,150199,o65,public
2148,Kansas,0.9546343953379557,150199,o65,public
2149,Kentucky,0.9787314113675759,150199,o65,public
2150,Louisiana,0.973864796067989,150199,o65,public
2151,Maine,0.9832800990808943,150199,o65,public
2152,Maryland,0.9457262346694234,150199,o65,public
2153,Massachusetts,0.9780474518121863,150199,o65,public
2154,Michigan,0.985302664453778,150199,o65,public
2155,Minnesota,0.9884528445763774,150199,o65,public
2156,Mississippi,0.9880166787527194,150199,o65,public
2157,Missouri,0.982166227350648,150199,o65,public
2158,Montana,0.9767853978380294,150199,o65,public
2159,Nebraska,0.977639619908863,150199,o65,public
2160,Nevada,0.9549004984888331,150199,o65,public
2161,New Hampshire,0.9695028821993398,150199,o65,public
2162,New Jersey,0.9591319208364726,150199,o65,public
2163,New Mexico,0.9844166960374604,150199,o65,public
2164,New York,0.9768516497111004,150199,o65,public
2165,North Carolina,0.9823449379751901,150199,o65,public
2166,North Dakota,0.9942605701167018,150199,o65,public
2167,Ohio,0.9833298634143035,150199,o65,public
2168,Oklahoma,0.9645005836750576,150199,o65,public
2169,Oregon,0.9771908566937385,150199,o65,public
2170,Pennsylvania,0.9816806795527433,150199,o65,public
2171,Rhode Island,0.9671747385943922,150199,o65,public
2172,South Carolina,0.9844030012406704,150199,o65,public
2173,South Dakota,0.9914399266279426,150199,o65,public
2174,Tennessee,0.9816743124833127,150199,o65,public
2175,Texas,0.9440153266026031,150199,o65,public
2176,Utah,0.9767923031828684,150199,o65,public
2177,Vermont,0.9914659080807183,150199,o65,public
2178,Virginia,0.9614958400028144,150199,o65,public
2179,Washington,0.965304177419873,150199,o65,public
2180,West Virginia,0.985118362391946,150199,o65,public
2181,Wisconsin,0.9879067864142491,150199,o65,public
2182,Wyoming,0.9789868967721317,150199,o65,public
2183,Puerto Rico,0.9680846699757969,150199,o65,public
2184,Alabama,0.4304910012231347,200249,u19,public
2185,Alaska,0.49256063591276583,200249,u19,public
2186,Arizona,0.32509132626875586,200249,u19,public
2187,Arkansas,0.4527667929537347,200249,u19,public
2188,California,0.5563820114745578,200249,u19,public
2189,Colorado,0.48084922811450403,200249,u19,public
2190,Connecticut,0.5891151332327803,200249,u19,public
2191,Delaware,0.5228916935100597,200249,u19,public
2192,District of Columbia,0.8556962025316456,200249,u19,public
2193,Florida,0.4304475245465947,200249,u19,public
2194,Georgia,0.4585720130932897,200249,u19,public
2195,Hawaii,0.45272632297986903,200249,u19,public
2196,Idaho,0.27908805031446543,200249,u19,public
2197,Illinois,0.42231768086732624,200249,u19,public
2198,Indiana,0.38731806358989146,200249,u19,public
2199,Iowa,0.4461976169035407,200249,u19,public
2200,Kansas,0.29510569461675057,200249,u19,public
2201,Kentucky,0.4669872270117986,200249,u19,public
2202,Louisiana,0.5612638093642519,200249,u19,public
2203,Maine,0.4370000423244593,200249,u19,public
2204,Maryland,0.4955045618965337,200249,u19,public
2205,Massachusetts,0.5639772702146948,200249,u19,public
2206,Michigan,0.3983257355185327,200249,u19,public
2207,Minnesota,0.422410547714857,200249,u19,public
2208,Mississippi,0.3831608046112222,200249,u19,public
2209,Missouri,0.4015990934273483,200249,u19,public
2210,Montana,0.4793511978173936,200249,u19,public
2211,Nebraska,0.35134269292377274,200249,u19,public
2212,Nevada,0.36133868808567604,200249,u19,public
2213,New Hampshire,0.5507983273141989,200249,u19,public
2214,New Jersey,0.5232887355474203,200249,u19,public
2215,New Mexico,0.6265504986816463,200249,u19,public
2216,New York,0.5259069206217402,200249,u19,public
2217,North Carolina,0.455386484269118,200249,u19,public
2218,North Dakota,0.29286931378117415,200249,u19,public
2219,Ohio,0.36809699806812757,200249,u19,public
2220,Oklahoma,0.45803175291640685,200249,u19,public
2221,Oregon,0.5350942477097739,200249,u19,public
2222,Pennsylvania,0.4346308165285811,200249,u19,public
2223,Rhode Island,0.46391180203045684,200249,u19,public
2224,South Carolina,0.47541720875696686,200249,u19,public
2225,South Dakota,0.14309887320693765,200249,u19,public
2226,Tennessee,0.4365308609140447,200249,u19,public
2227,Texas,0.36506400115829496,200249,u19,public
2228,Utah,0.18157572405073294,200249,u19,public
2229,Vermont,0.5528495857870047,200249,u19,public
2230,Virginia,0.42067798903850057,200249,u19,public
2231,Washington,0.6144778300882096,200249,u19,public
2232,West Virginia,0.4324124726477024,200249,u19,public
2233,Wisconsin,0.3703351194951793,200249,u19,public
2234,Wyoming,0.3324168270552653,200249,u19,public
2235,Puerto Rico,0.23677121992098646,200249,u19,public
2236,Alabama,0.1612065115901433,200249,1964,public
2237,Alaska,0.299759428288403,200249,1964,public
2238,Arizona,0.19769488646917818,200249,1964,public
2239,Arkansas,0.22942971219634484,200249,1964,public
2240,California,0.3548360870578185,200249,1964,public
2241,Colorado,0.2805273116471083,200249,1964,public
2242,Connecticut,0.34597497818795975,200249,1964,public
2243,Delaware,0.2853691680507323,200249,1964,public
