variable,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
no_138149_1964_public,"37,540","2,567","37,291","21,567","160,866","20,681","9,626","5,552",621,"164,718","79,435","4,393","12,288","49,811","37,406","12,474","20,756","23,110","23,646","6,213","21,384","14,766","42,783","15,601","24,209","33,938","5,349","7,891","18,289","3,593","32,927","12,159","66,512","63,931","3,832","51,943","28,468","19,200","47,135","4,567","37,563","5,288","45,441","240,649","19,928","1,527","40,981","27,677","7,950","22,857","4,294","35,840"
total_138149_o65_public,"21,012","2,174","28,555","15,399","102,457","13,111","8,943","2,850","1,314","113,685","34,825","4,071","6,914","39,630","27,313","9,588","10,829","16,078","21,042","7,183","18,317","24,687","37,218","18,053","13,830","21,966","5,452","6,946","10,052","5,405","26,820","8,649","66,452","41,478","2,031","43,820","13,592","17,648","56,911","3,800","20,968","3,035","26,385","79,041","7,690","2,531","25,449","21,503","9,914","21,479","2,200","29,983"
with_138149_o65_public,"20,692","2,174","27,905","14,855","99,902","12,905","8,943","2,712","1,314","109,604","34,218","4,046","6,882","39,025","26,624","9,348","10,747","15,836","20,780","7,037","17,750","23,860","36,679","17,857","13,809","21,564","5,375","6,868","8,978","5,385","26,317","8,318","65,419","40,377","2,024","43,284","13,312","17,443","56,160","3,800","20,315","3,035","26,172","74,370","7,634","2,531","24,563","20,850","9,815","21,385","2,200","28,854"
no_138149_o65_public,320,0,650,544,"2,555",206,0,138,0,"4,081",607,25,32,605,689,240,82,242,262,146,567,827,539,196,21,402,77,78,"1,074",20,503,331,"1,033","1,101",7,536,280,205,751,0,653,0,213,"4,671",56,0,886,653,99,94,0,"1,129"
total_150199_u19_public,"128,050","17,321","177,391","90,177","860,906","104,976","58,044","23,229","5,027","501,116","280,006","24,360","66,905","269,089","194,325","79,414","71,078","118,214","117,571","25,021","108,863","86,518","221,082","113,251","81,489","151,908","22,994","53,516","82,731","15,550","152,981","57,082","362,350","260,882","14,216","272,701","111,839","78,740","259,222","20,823","133,040","29,312","174,099","827,847","93,945","10,443","179,350","144,017","45,029","113,579","14,509","53,984"
with_150199_u19_public,"77,378","10,936","86,613","55,172","575,744","64,628","41,553","14,528","4,021","275,801","169,905","13,285","33,871","147,052","100,032","50,561","33,636","67,875","77,701","14,251","61,708","59,062","114,126","67,260","48,258","76,045","13,587","23,193","42,294","10,037","92,503","41,317","232,055","152,674","4,588","148,272","67,409","50,813","150,547","13,525","76,914","11,152","104,466","405,005","24,419","8,196","100,740","95,771","26,937","64,799","6,116","22,083"
no_150199_u19_public,"50,672","6,385","90,778","35,005","285,162","40,348","16,491","8,701","1,006","225,315","110,101","11,075","33,034","122,037","94,293","28,853","37,442","50,339","39,870","10,770","47,155","27,456","106,956","45,991","33,231","75,863","9,407","30,323","40,437","5,513","60,478","15,765","130,295","108,208","9,628","124,429","44,430","27,927","108,675","7,298","56,126","18,160","69,633","422,842","69,526","2,247","78,610","48,246","18,092","48,780","8,393","31,901"
total_150199_1964_public,"258,338","26,872","329,553","175,436","1,701,792","199,561","119,960","42,004","12,394","1,093,802","509,342","45,448","105,718","510,153","342,644","141,628","135,520","222,816","236,723","61,120","191,192","197,866","441,380","194,282","166,949","284,864","48,700","87,178","160,283","40,085","313,846","114,088","768,456","515,720","30,506","509,607","204,717","177,994","513,300","38,663","254,078","40,908","346,501","1,518,145","144,176","20,637","328,417","278,905","87,649","225,426","24,297","232,696"
with_150199_1964_public,"60,932","10,440","95,087","50,663","725,537","69,739","52,886","15,911","5,887","215,629","100,545","16,551","26,702","160,182","106,291","45,679","22,602","94,255","93,664","24,738","66,139","100,327","164,935","75,893","34,498","67,979","15,739","17,670","46,410","11,727","102,042","48,573","364,318","116,869","6,096","168,353","50,519","70,556","181,236","15,411","65,807","5,441","83,131","224,419","23,286","9,511","101,953","96,636","28,743","72,699","3,325","87,290"
no_150199_1964_public,"197,406","16,432","234,466","124,773","976,255","129,822","67,074","26,093","6,507","878,173","408,797","28,897","79,016","349,971","236,353","95,949","112,918","128,561","143,059","36,382","125,053","97,539","276,445","118,389","132,451","216,885","32,961","69,508","113,873","28,358","211,804","65,515","404,138","398,851","24,410","341,254","154,198","107,438","332,064","23,252","188,271","35,467","263,370","1,293,726","120,890","11,126","226,464","182,269","58,906","152,727","20,972","145,406"
total_150199_o65_public,"95,434","7,680","111,194","56,754","471,551","66,030","51,226","13,896","3,822","434,231","145,025","18,043","28,920","179,709","114,190","54,005","47,018","87,688","85,249","30,682","63,843","86,277","166,901","73,438","55,160","108,502","22,572","28,309","50,954","20,297","108,838","39,722","274,836","187,425","10,454","206,537","66,818","61,072","230,740","19,223","101,558","13,084","123,597","361,724","28,999","11,249","113,702","93,383","47,777","92,862","12,516","97,508"
with_150199_o65_public,"94,013","7,568","108,399","54,480","452,856","64,250","49,857","13,302","3,747","417,669","140,317","17,132","28,538","173,077","111,943","53,544","44,885","85,823","83,021","30,169","60,378","84,383","164,448","72,590","54,499","106,567","22,048","27,676","48,656","19,678","104,390","39,103","268,474","184,116","10,394","203,094","64,446","59,679","226,513","18,592","99,974","12,972","121,332","341,473","28,326","11,153","109,324","90,143","47,066","91,739","12,253","94,396"
no_150199_o65_public,"1,421",112,"2,795","2,274","18,695","1,780","1,369",594,75,"16,562","4,708",911,382,"6,632","2,247",461,"2,133","1,865","2,228",513,"3,465","1,894","2,453",848,661,"1,935",524,633,"2,298",619,"4,448",619,"6,362","3,309",60,"3,443","2,372","1,393","4,227",631,"1,584",112,"2,265","20,251",673,96,"4,378","3,240",711,"1,123",263,"3,112"
total_200249_u19_public,"114,460","14,719","165,615","72,322","790,793","97,359","55,692","18,937","5,135","461,673","254,176","24,887","52,152","234,191","166,473","76,623","82,218","94,418","101,471","23,627","105,329","90,454","206,419","119,533","68,008","142,956","26,757","53,065","74,700","21,044","151,876","43,615","308,296","220,617","19,367","232,417","110,667","73,901","249,483","12,608","124,518","26,003","161,677","745,924","101,236","10,019","147,790","136,153","36,560","105,067","14,548","33,412"
with_200249_u19_public,"49,274","7,250","53,840","32,745","439,983","46,815","32,809","9,902","4,394","198,726","116,558","11,267","14,555","98,903","64,478","34,189","24,263","44,092","56,952","10,325","52,191","51,014","82,222","50,492","26,058","57,411","12,826","18,644","26,992","11,591","79,475","27,327","162,135","100,466","5,672","85,552","50,689","39,544","108,433","5,849","59,198","3,721","70,577","272,310","18,382","5,539","62,172","83,663","15,809","38,910","4,836","7,911"
no_200249_u19_public,"65,186","7,469","111,775","39,577","350,810","50,544","22,883","9,035",741,"262,947","137,618","13,620","37,597","135,288","101,995","42,434","57,955","50,326","44,519","13,302","53,138","39,440","124,197","69,041","41,950","85,545","13,931","34,421","47,708","9,453","72,401","16,288","146,161","120,151","13,695","146,865","59,978","34,357","141,050","6,759","65,320","22,282","91,100","473,614","82,854","4,480","85,618","52,490","20,751","66,157","9,712","25,501"
total_200249_1964_public,"246,330","28,266","339,159","163,549","1,648,192","209,288","124,931","39,738","14,843","1,085,214","522,128","48,943","88,450","502,079","309,357","144,130","139,142","213,643","213,114","58,562","198,327","205,499","452,424","212,180","145,634","290,420","59,052","96,992","161,991","43,690","329,124","95,521","697,877","506,557","33,239","510,930","207,055","182,803","524,499","31,733","266,412","41,833","346,512","1,442,766","154,050","21,858","301,693","270,344","89,129","221,340","24,218","169,009"
with_200249_1964_public,"39,710","8,473","67,050","37,523","584,838","58,711","43,223","11,340","7,378","192,007","80,715","12,908","13,757","115,836","70,891","33,345","17,382","57,817","65,793","16,558","59,723","81,918","120,857","58,374","20,750","51,483","14,553","15,150","35,781","10,577","83,952","31,992","258,273","95,369","4,515","127,448","39,012","58,848","139,124","9,617","46,952","3,182","67,332","180,115","16,969","6,890","81,290","70,858","25,364","48,008","2,776","50,809"
no_200249_1964_public,"206,620","19,793","272,109","126,026","1,063,354","150,577","81,708","28,398","7,465","893,207","441,413","36,035","74,693","386,243","238,466","110,785","121,760","155,826","147,321","42,004","138,604","123,581","331,567","153,806","124,884","238,937","44,499","81,842","126,210","33,113","245,172","63,529","439,604","411,188","28,724","383,482","168,043","123,955","385,375","22,116","219,460","38,651","279,180","1,262,651","137,081","14,968","220,403","199,486","63,765","173,332","21,442","118,200"
total_200249_o65_public,"90,819","7,930","122,883","58,804","443,409","67,551","49,293","18,398","4,050","400,686","143,714","19,632","28,503","180,199","113,954","60,191","43,325","83,032","74,620","29,911","65,653","88,436","175,409","80,675","46,716","107,316","18,934","27,817","45,327","22,480","118,291","34,515","251,274","170,393","10,523","215,983","60,366","68,374","228,078","12,557","90,581","14,915","111,691","355,856","31,385","12,095","98,758","96,497","38,816","106,311","9,912","65,871"
with_200249_o65_public,"88,975","7,698","118,820","57,527","420,606","66,127","46,773","17,634","4,050","386,862","138,700","18,381","27,905","171,581","110,941","58,750","41,127","81,055","72,306","29,143","62,485","83,468","171,505","78,350","45,579","104,773","18,613","26,964","43,274","22,155","111,938","33,281","243,837","166,211","10,401","210,133","59,206","67,263","223,100","11,931","87,639","14,723","109,995","338,592","30,121","11,839","95,213","93,199","37,793","104,035","9,597","62,212"
no_200249_o65_public,"1,844",232,"4,063","1,277","22,803","1,424","2,520",764,0,"13,824","5,014","1,251",598,"8,618","3,013","1,441","2,198","1,977","2,314",768,"3,168","4,968","3,904","2,325","1,137","2,543",321,853,"2,053",325,"6,353","1,234","7,437","4,182",122,"5,850","1,160","1,111","4,978",626,"2,942",192,"1,696","17,264","1,264",256,"3,545","3,298","1,023","2,276",315,"3,659"
total_250299_u19_public,"110,154","15,248","136,814","64,366","684,627","102,147","58,311","20,106","12,835","389,539","222,461","24,853","52,509","224,947","159,890","70,227","67,726","83,730","90,366","23,484","109,898","84,843","185,542","112,480","60,966","129,006","25,456","48,840","63,541","23,491","137,747","39,374","274,396","206,910","18,831","220,798","90,974","76,538","216,567","16,917","97,548","16,250","149,491","634,629","107,274","9,842","152,081","143,267","33,206","122,398","11,140","26,982"
with_250299_u19_public,"35,092","6,638","39,873","26,210","301,794","40,734","24,279","8,671","6,110","133,549","78,147","10,006","13,099","71,968","41,439","21,611","18,141","32,888","40,671","5,238","40,542","36,761","54,426","40,520","18,643","33,003","8,544","12,910","17,288","9,079","55,771","22,513","116,253","71,663","1,908","59,397","30,317","27,978","74,267","4,790","31,667","2,189","52,076","167,166","13,579","4,935","41,343","61,616","10,613","33,760","1,929","6,864"
no_250299_u19_public,"75,062","8,610","96,941","38,156","382,833","61,413","34,032","11,435","6,725","255,990","144,314","14,847","39,410","152,979","118,451","48,616","49,585","50,842","49,695","18,246","69,356","48,082","131,116","71,960","42,323","96,003","16,912","35,930","46,253","14,412","81,976","16,861","158,143","135,247","16,923","161,401","60,657","48,560","142,300","12,127","65,881","14,061","97,415","467,463","93,695","4,907","110,738","81,651","22,593","88,638","9,211","20,118"
total_250299_1964_public,"251,528","31,153","343,607","145,533","1,704,541","251,373","134,785","46,765","24,661","1,101,732","527,445","52,100","93,813","562,542","343,567","159,605","142,814","210,149","210,421","71,059","234,803","236,187","477,850","244,424","136,371","295,484","56,594","99,302","164,037","53,552","347,129","99,577","764,736","519,371","34,955","561,110","204,093","191,524","555,539","45,709","267,804","39,377","367,973","1,478,983","174,361","28,224","344,794","312,673","85,905","293,210","27,329","136,587"
with_250299_1964_public,"35,878","5,910","63,412","27,360","478,757","46,896","34,851","12,020","8,507","152,559","65,431","11,461","13,900","92,169","51,203","26,399","14,615","50,891","52,883","13,026","48,439","77,077","98,153","49,048","19,257","41,416","11,726","11,505","28,908","7,464","75,229","31,618","222,955","69,947","2,016","98,508","30,345","38,896","94,862","7,578","42,534","3,834","54,628","145,527","14,529","7,403","56,222","66,328","20,710","46,051","1,878","27,137"
no_250299_1964_public,"215,650","25,243","280,195","118,173","1,225,784","204,477","99,934","34,745","16,154","949,173","462,014","40,639","79,913","470,373","292,364","133,206","128,199","159,258","157,538","58,033","186,364","159,110","379,697","195,376","117,114","254,068","44,868","87,797","135,129","46,088","271,900","67,959","541,781","449,424","32,939","462,602","173,748","152,628","460,677","38,131","225,270","35,543","313,345","1,333,456","159,832","20,821","288,572","246,345","65,195","247,159","25,451","109,450"
total_250299_o65_public,"75,583","7,252","118,267","48,163","425,397","69,825","41,728","18,063","3,799","405,220","139,368","18,804","30,626","170,217","108,928","50,244","44,731","71,294","66,607","25,327","68,325","83,236","178,220","82,436","46,208","105,631","18,654","26,459","45,114","18,660","106,757","30,322","241,445","160,560","11,698","204,376","56,460","65,436","224,446","14,800","87,635","12,542","111,729","327,026","33,681","12,154","103,556","97,336","38,247","101,242","9,782","44,638"
with_250299_o65_public,"73,406","7,116","115,452","47,150","406,294","67,284","40,735","17,681","3,445","391,019","133,439","17,558","29,624","164,762","106,806","49,538","43,631","69,414","64,281","24,788","63,690","79,721","175,415","80,613","45,154","103,514","18,109","25,358","42,746","18,216","99,922","29,715","232,397","156,634","11,509","197,675","54,537","63,206","217,238","14,108","86,051","12,271","108,069","309,513","32,251","11,767","97,806","93,814","38,100","99,307","9,628","43,272"
no_250299_o65_public,"2,177",136,"2,815","1,013","19,103","2,541",993,382,354,"14,201","5,929","1,246","1,002","5,455","2,122",706,"1,100","1,880","2,326",539,"4,635","3,515","2,805","1,823","1,054","2,117",545,"1,101","2,368",444,"6,835",607,"9,048","3,926",189,"6,701","1,923","2,230","7,208",692,"1,584",271,"3,660","17,513","1,430",387,"5,750","3,522",147,"1,935",154,"1,366"
total_300399_u19_public,"153,257","23,017","227,396","94,228","1,061,209","175,072","82,755","27,534","6,271","641,466","336,570","53,981","75,653","386,302","238,439","113,892","109,126","144,060","132,299","42,972","184,580","163,697","312,244","187,956","88,238","212,740","39,346","75,463","100,112","43,360","231,273","60,893","466,331","319,864","23,191","380,842","129,689","120,908","367,276","27,213","153,871","39,347","214,708","1,023,093","194,367","16,758","247,576","231,817","54,031","210,131","26,110","24,670"
with_300399_u19_public,"33,286","7,020","50,582","21,204","346,422","50,224","19,417","6,601","2,168","156,162","77,006","14,158","14,646","89,320","40,576","24,566","16,125","30,681","39,300","9,964","48,907","50,746","64,511","37,828","25,184","39,351","8,509","11,040","19,107","9,068","59,236","23,868","144,808","73,582","2,500","69,284","27,950","35,681","85,423","6,302","36,144","4,380","49,754","199,670","17,034","5,839","48,573","70,334","9,954","37,518","4,132","3,915"
no_300399_u19_public,"119,971","15,997","176,814","73,024","714,787","124,848","63,338","20,933","4,103","485,304","259,564","39,823","61,007","296,982","197,863","89,326","93,001","113,379","92,999","33,008","135,673","112,951","247,733","150,128","63,054","173,389","30,837","64,423","81,005","34,292","172,037","37,025","321,523","246,282","20,691","311,558","101,739","85,227","281,853","20,911","117,727","34,967","164,954","823,423","177,333","10,919","199,003","161,483","44,077","172,613","21,978","20,755"
total_300399_1964_public,"414,507","51,929","627,525","256,860","3,015,532","487,668","232,391","81,043","35,419","1,913,030","891,619","119,985","184,477","1,044,148","606,207","280,883","250,781","382,216","347,518","120,673","441,539","463,264","829,658","474,390","243,077","546,924","93,785","169,420","289,096","115,746","601,125","167,356","1,434,963","920,601","66,107","999,412","335,563","337,358","1,072,868","94,109","426,107","82,164","615,822","2,596,068","328,945","55,097","650,517","604,362","143,311","541,082","54,698","154,656"
with_300399_1964_public,"45,280","8,331","88,492","32,768","656,310","75,314","40,708","15,123","6,421","196,671","93,698","18,512","23,815","137,646","61,271","31,597","18,723","56,971","69,317","17,742","68,437","108,867","129,172","57,770","29,119","50,556","13,415","15,174","41,379","9,998","87,857","35,201","318,977","96,307","4,349","132,653","40,614","57,849","139,676","18,920","45,116","4,992","67,948","216,353","21,417","8,935","89,211","93,224","20,999","59,114","5,143","28,001"
no_300399_1964_public,"369,227","43,598","539,033","224,092","2,359,222","412,354","191,683","65,920","28,998","1,716,359","797,921","101,473","160,662","906,502","544,936","249,286","232,058","325,245","278,201","102,931","373,102","354,397","700,486","416,620","213,958","496,368","80,370","154,246","247,717","105,748","513,268","132,155","1,115,986","824,294","61,758","866,759","294,949","279,509","933,192","75,189","380,991","77,172","547,874","2,379,715","307,528","46,162","561,306","511,138","122,312","481,968","49,555","126,655"
total_300399_o65_public,"133,371","11,614","195,788","75,619","722,386","130,265","85,473","33,216","7,131","672,954","226,789","41,984","56,024","308,754","184,050","91,076","79,306","113,134","105,314","43,642","124,708","156,818","313,166","157,582","68,518","169,574","35,826","50,404","74,715","40,276","190,145","53,904","441,208","270,707","15,829","339,420","98,708","116,319","371,962","26,025","147,105","23,953","174,785","551,313","59,268","19,143","184,560","186,320","57,833","178,347","17,200","47,510"
with_300399_o65_public,"128,294","11,043","188,451","73,853","679,804","125,148","81,505","32,370","6,507","641,149","218,392","39,331","54,564","293,953","177,487","89,216","76,572","110,327","101,734","42,829","117,175","147,994","305,284","153,362","67,047","164,143","35,164","48,757","71,257","38,938","177,267","52,175","423,462","263,181","15,303","327,514","96,184","112,135","358,992","25,421","143,633","23,491","169,690","520,508","56,164","18,494","178,272","177,203","56,279","174,503","17,183","45,130"
no_300399_o65_public,"5,077",571,"7,337","1,766","42,582","5,117","3,968",846,624,"31,805","8,397","2,653","1,460","14,801","6,563","1,860","2,734","2,807","3,580",813,"7,533","8,824","7,882","4,220","1,471","5,431",662,"1,647","3,458","1,338","12,878","1,729","17,746","7,526",526,"11,906","2,524","4,184","12,970",604,"3,472",462,"5,095","30,805","3,104",649,"6,288","9,117","1,554","3,844",17,"2,380"
total_o400_u19_public,"286,990","71,836","497,492","155,877","3,185,031","546,505","336,544","81,029","69,112","1,315,698","783,030","116,153","132,776","1,048,096","453,764","239,186","213,177","259,064","264,420","81,113","631,327","689,126","664,009","556,889","141,041","409,645","71,835","159,071","183,231","121,296","983,991","90,839","1,499,958","711,548","80,792","810,270","225,328","308,224","923,527","84,989","312,915","59,553","429,680","2,270,212","310,421","52,504","812,352","699,202","84,725","444,352","34,941","35,989"
with_o400_u19_public,"32,492","7,735","45,858","17,177","366,834","50,139","29,149","8,041","7,717","138,289","79,123","17,094","11,197","76,087","36,146","21,332","13,144","24,996","37,628","7,781","62,806","68,910","59,083","36,100","18,212","35,762","8,873","11,799","18,597","8,024","77,920","16,616","187,523","67,026","6,835","61,919","26,241","33,791","106,000","11,099","35,891","3,814","36,116","186,913","14,447","6,462","66,314","76,485","9,589","31,915","4,076","2,420"
no_o400_u19_public,"254,498","64,101","451,634","138,700","2,818,197","496,366","307,395","72,988","61,395","1,177,409","703,907","99,059","121,579","972,009","417,618","217,854","200,033","234,068","226,792","73,332","568,521","620,216","604,926","520,789","122,829","373,883","62,962","147,272","164,634","113,272","906,071","74,223","1,312,435","644,522","73,957","748,351","199,087","274,433","817,527","73,890","277,024","55,739","393,564","2,083,299","295,974","46,042","746,038","622,717","75,136","412,437","30,865","33,569"
total_o400_1964_public,"1,057,473","210,158","1,791,805","571,358","11,135,862","1,912,828","1,172,026","272,816","276,899","5,239,025","2,755,061","384,190","435,994","3,515,327","1,574,840","757,045","671,260","929,439","885,658","352,375","2,020,245","2,442,648","2,431,976","1,715,602","512,808","1,439,190","257,519","472,132","773,465","479,788","3,123,167","395,560","5,639,138","2,604,304","205,936","2,825,376","771,322","1,141,644","3,395,436","328,599","1,182,606","204,415","1,651,182","7,387,202","895,110","185,322","2,599,424","2,474,032","326,901","1,576,814","135,992","209,510"
with_o400_1964_public,"80,523","23,414","142,601","47,685","1,030,157","138,764","83,765","21,968","17,100","364,697","180,600","43,080","32,275","195,801","102,083","46,492","32,526","76,587","81,484","27,801","164,453","199,739","180,374","104,100","37,157","83,364","23,541","25,419","68,906","27,156","190,261","53,836","544,093","175,689","12,648","175,459","59,282","92,545","227,442","28,006","78,502","12,605","96,151","396,062","39,177","15,470","217,001","184,237","25,765","81,506","8,954","24,038"
no_o400_1964_public,"976,950","186,744","1,649,204","523,673","10,105,705","1,774,064","1,088,261","250,848","259,799","4,874,328","2,574,461","341,110","403,719","3,319,526","1,472,757","710,553","638,734","852,852","804,174","324,574","1,855,792","2,242,909","2,251,602","1,611,502","475,651","1,355,826","233,978","446,713","704,559","452,632","2,932,906","341,724","5,095,045","2,428,615","193,288","2,649,917","712,040","1,049,099","3,167,994","300,593","1,104,104","191,810","1,555,031","6,991,140","855,933","169,852","2,382,423","2,289,795","301,136","1,495,308","127,038","185,472"
total_o400_o65_public,"313,726","50,613","599,732","168,136","2,912,561","445,433","341,459","102,712","44,362","1,908,742","654,473","151,761","131,290","910,520","404,512","217,659","198,440","241,614","250,152","123,701","556,508","616,989","707,463","434,012","141,017","401,036","89,174","136,869","232,259","138,265","822,097","161,006","1,535,807","712,245","55,693","772,787","235,903","346,783","985,700","92,454","392,771","68,883","441,879","1,652,783","198,607","60,814","722,208","627,897","106,442","427,529","43,847","57,348"
with_o400_o65_public,"298,715","48,032","566,967","160,990","2,665,116","415,675","315,124","97,929","40,458","1,811,311","610,925","142,858","126,179","837,526","379,443","206,334","186,491","230,822","236,383","116,864","503,951","557,357","670,015","405,560","135,051","378,718","85,619","127,679","218,563","127,451","752,607","153,513","1,430,829","675,088","54,084","716,298","225,618","329,849","924,048","85,238","378,785","66,055","421,304","1,534,533","184,143","57,909","673,012","585,366","102,405","406,088","41,605","54,009"
no_o400_o65_public,"15,011","2,581","32,765","7,146","247,445","29,758","26,335","4,783","3,904","97,431","43,548","8,903","5,111","72,994","25,069","11,325","11,949","10,792","13,769","6,837","52,557","59,632","37,448","28,452","5,966","22,318","3,555","9,190","13,696","10,814","69,490","7,493","104,978","37,157","1,609","56,489","10,285","16,934","61,652","7,216","13,986","2,828","20,575","118,250","14,464","2,905","49,196","42,531","4,037","21,441","2,242","3,339"
